date,vending_machine,cash_type,money,product_name
2025-03-04,Central,Cash,2.35,Americano with Milk
2025-03-04,Central,Cash,2.10,Americano
2025-03-04,Central,Cash,2.50,Cocoa
2025-03-04,Central,Cash,2.50,Cocoa
2025-03-04,Central,Cash,3.05,Latte
2025-03-04,Central,Money,3.05,Latte
2025-03-05,Central,Cash,2.10,Americano
2025-03-05,Central,Money,2.10,Americano
2025-03-05,Central,Cash,3.05,Latte
2025-03-05,Central,Cash,2.65,Hot Chocolate
2025-03-05,Central,Cash,3.05,Latte
2025-03-05,Central,Cash,2.90,Cappuccino
2025-03-06,Central,Cash,2.65,Hot Chocolate
2025-03-06,Central,Cash,1.80,Espresso
2025-03-06,Central,Cash,2.35,Americano with Milk
2025-03-06,Central,Cash,2.10,Americano
2025-03-06,Central,Cash,2.90,Cappuccino
2025-03-06,Central,Money,3.05,Latte
2025-03-06,Central,Money,2.35,Americano with Milk
2025-03-06,Central,Cash,2.35,Americano with Milk
2025-03-07,Central,Money,2.10,Americano
2025-03-07,Central,Money,2.65,Hot Chocolate
2025-03-07,Central,Cash,2.35,Americano with Milk
2025-03-07,Central,Cash,2.50,Cocoa
2025-03-07,Central,Cash,2.65,Hot Chocolate
2025-03-07,Central,Money,2.10,Americano
2025-03-07,Central,Money,3.05,Latte
2025-03-07,Central,Money,2.65,Hot Chocolate
2025-03-08,Central,Money,2.10,Americano
2025-03-08,Central,Cash,2.10,Americano
2025-03-08,Central,Money,2.90,Cappuccino
2025-03-09,Central,Cash,2.35,Americano with Milk
2025-03-09,Central,Money,2.90,Cappuccino
2025-03-09,Central,Cash,2.35,Americano with Milk
2025-03-10,Central,Cash,2.65,Hot Chocolate
2025-03-10,Central,Cash,2.65,Hot Chocolate
2025-03-10,Central,Cash,2.10,Americano
2025-03-10,Central,Cash,2.65,Hot Chocolate
2025-03-10,Central,Money,2.90,Cappuccino
2025-03-10,Central,Cash,3.05,Latte
2025-03-10,Central,Cash,3.05,Latte
2025-03-11,Central,Cash,2.10,Americano
2025-03-11,Central,Money,2.90,Cappuccino
2025-03-11,Central,Cash,2.65,Hot Chocolate
2025-03-11,Central,Cash,2.50,Cocoa
2025-03-11,Central,Money,2.35,Americano with Milk
2025-03-12,Central,Money,2.90,Cappuccino
2025-03-12,Central,Cash,2.10,Americano
2025-03-12,Central,Cash,2.10,Americano
2025-03-12,Central,Money,2.65,Hot Chocolate
2025-03-12,Central,Cash,3.05,Latte
2025-03-12,Central,Money,2.90,Cappuccino
2025-03-12,Central,Cash,2.10,Americano
2025-03-12,Central,Cash,2.50,Cocoa
2025-03-12,Central,Cash,2.10,Americano
2025-03-13,Central,Cash,2.35,Americano with Milk
2025-03-13,Central,Cash,1.80,Espresso
2025-03-13,Central,Cash,2.10,Americano
2025-03-13,Central,Money,2.10,Americano
2025-03-13,Central,Cash,2.90,Cappuccino
2025-03-14,Central,Cash,3.05,Latte
2025-03-14,Central,Cash,1.80,Espresso
2025-03-14,Central,Cash,3.05,Latte
2025-03-14,Central,Cash,2.90,Cappuccino
2025-03-14,Central,Money,2.50,Cocoa
2025-03-14,Central,Money,2.10,Americano
2025-03-14,Central,Cash,3.05,Latte
2025-03-14,Central,Cash,2.10,Americano
2025-03-15,Central,Money,2.35,Americano with Milk
2025-03-15,Central,Cash,2.10,Americano
2025-03-15,Central,Cash,2.90,Cappuccino
2025-03-16,Central,Money,2.90,Cappuccino
2025-03-16,Central,Cash,2.35,Americano with Milk
2025-03-17,Central,Cash,2.10,Americano
2025-03-17,Central,Cash,2.10,Americano
2025-03-17,Central,Cash,2.10,Americano
2025-03-17,Central,Cash,3.05,Latte
2025-03-18,Central,Cash,2.10,Americano
2025-03-18,Central,Money,2.10,Americano
2025-03-18,Central,Cash,2.50,Cocoa
2025-03-18,Central,Cash,2.50,Cocoa
2025-03-19,Central,Money,2.10,Americano
2025-03-19,Central,Cash,2.10,Americano
2025-03-19,Central,Cash,2.10,Americano
2025-03-19,Central,Cash,2.90,Cappuccino
2025-03-19,Central,Cash,2.90,Cappuccino
2025-03-19,Central,Cash,2.10,Americano
2025-03-19,Central,Cash,2.35,Americano with Milk
2025-03-19,Central,Money,2.25,Cortado
2025-03-20,Central,Cash,2.10,Americano
2025-03-20,Central,Cash,2.10,Americano
2025-03-20,Central,Cash,2.10,Americano
2025-03-20,Central,Cash,1.80,Espresso
2025-03-20,Central,Cash,2.25,Cortado
2025-03-20,Central,Cash,2.90,Cappuccino
2025-03-20,Central,Money,2.10,Americano
2025-03-20,Central,Cash,2.10,Americano
2025-03-20,Central,Cash,2.10,Americano
2025-03-20,Central,Money,2.90,Cappuccino
2025-03-20,Central,Money,3.05,Latte
2025-03-21,Central,Cash,2.10,Americano
2025-03-21,Central,Cash,2.90,Cappuccino
2025-03-21,Central,Cash,2.10,Americano
2025-03-21,Central,Cash,3.05,Latte
2025-03-21,Central,Money,3.05,Latte
2025-03-21,Central,Cash,3.05,Latte
2025-03-22,Central,Money,2.65,Hot Chocolate
2025-03-22,Central,Money,2.35,Americano with Milk
2025-03-22,Central,Cash,3.05,Latte
2025-03-22,Central,Money,2.35,Americano with Milk
2025-03-22,Central,Cash,2.35,Americano with Milk
2025-03-23,Central,Cash,3.05,Latte
2025-03-23,Central,Money,2.90,Cappuccino
2025-03-23,Central,Cash,2.10,Americano
